,smrbci,dynamical,exponential
1505,"(0.04086482152342796, 0.9591351747512817)","(0.6220479011535645, 0.37795212864875793)","(0.8781579732894897, 0.12184202671051025)"
1506,"(0.15717925131320953, 0.8428207635879517)","(0.6081018447875977, 0.39189815521240234)","(0.864883542060852, 0.13511645793914795)"
1507,"(0.36949121952056885, 0.6305087804794312)","(0.6009435057640076, 0.39905646443367004)","(0.8606696128845215, 0.13933038711547852)"
1508,"(0.6232941746711731, 0.3767058253288269)","(0.6016140580177307, 0.3983859419822693)","(0.8599945902824402, 0.14000540971755981)"
1509,"(0.9473284482955933, 0.052671562880277634)","(0.611985445022583, 0.3880145251750946)","(0.8787311911582947, 0.12126880884170532)"
1510,"(0.9866311550140381, 0.01336883008480072)","(0.6232248544692993, 0.37677517533302307)","(0.9027915000915527, 0.09720849990844727)"
1511,"(0.9959020018577576, 0.004097986035048962)","(0.6344051361083984, 0.36559486389160156)","(0.9285295009613037, 0.07147049903869629)"
1512,"(0.9972837567329407, 0.0027162369806319475)","(0.6452915072441101, 0.3547085225582123)","(0.9549025893211365, 0.045097410678863525)"
1513,"(0.9148231744766235, 0.08517680317163467)","(0.6533774137496948, 0.3466225862503052)","(0.9715444445610046, 0.02845555543899536)"
1514,"(0.05182154104113579, 0.9481784701347351)","(0.6353307366371155, 0.36466923356056213)","(0.9497425556182861, 0.05025744438171387)"
1515,"(0.0010659332619979978, 0.9989340901374817)","(0.6163028478622437, 0.38369715213775635)","(0.920802652835846, 0.07919734716415405)"
1516,"(0.08123898506164551, 0.9187610149383545)","(0.6002509593963623, 0.3997490704059601)","(0.90138179063797, 0.09861820936203003)"
1517,"(0.9095223546028137, 0.09047765284776688)","(0.6095290780067444, 0.3904709219932556)","(0.9165365695953369, 0.08346343040466309)"
1518,"(0.8613405227661133, 0.13865947723388672)","(0.6170834302902222, 0.3829165995121002)","(0.9275291562080383, 0.07247084379196167)"
1519,"(0.008180169388651848, 0.9918198585510254)","(0.5988163352012634, 0.4011836647987366)","(0.8992082476615906, 0.10079175233840942)"
1520,"(0.004339869134128094, 0.995660126209259)","(0.5809820294380188, 0.4190179407596588)","(0.8698635101318359, 0.13013648986816406)"
1521,"(0.0016470744740217924, 0.9983529448509216)","(0.5636020302772522, 0.4363979697227478)","(0.8396987915039062, 0.16030120849609375)"
1522,"(0.00011518288374645635, 0.999884843826294)","(0.5466974377632141, 0.4533025622367859)","(0.8089489340782166, 0.19105106592178345)"
1523,"(1.0287531949870754e-05, 0.9999896883964539)","(0.530296802520752, 0.46970316767692566)","(0.7779123783111572, 0.22208762168884277)"
1524,"(2.0893958208034746e-06, 0.9999979138374329)","(0.5143880248069763, 0.48561200499534607)","(0.7467105984687805, 0.2532894015312195)"
1525,"(6.609124625356344e-07, 0.9999993443489075)","(0.4989564120769501, 0.5010436177253723)","(0.7154613733291626, 0.2845386266708374)"
1526,"(3.5794502650787763e-07, 0.9999996423721313)","(0.4839877188205719, 0.5160122513771057)","(0.6842847466468811, 0.3157152533531189)"
1527,"(9.264247751161747e-07, 0.9999990463256836)","(0.4694681465625763, 0.5305318832397461)","(0.653297483921051, 0.346702516078949)"
1528,"(1.8521802758186823e-06, 0.999998152256012)","(0.45538416504859924, 0.5446158647537231)","(0.6226070523262024, 0.3773929476737976)"
1529,"(1.0301174597771023e-06, 0.9999989867210388)","(0.44172269105911255, 0.5582773089408875)","(0.5923059582710266, 0.4076940417289734)"
1530,"(3.2477097988703463e-07, 0.9999997019767761)","(0.42847102880477905, 0.571528971195221)","(0.5624684691429138, 0.4375315308570862)"
1531,"(8.782957365838229e-07, 0.9999991059303284)","(0.4156169295310974, 0.5843830704689026)","(0.5331482887268066, 0.46685171127319336)"
1532,"(4.4541782699525356e-05, 0.9999554753303528)","(0.4031497836112976, 0.5968502163887024)","(0.5043836236000061, 0.4956163763999939)"
1533,"(0.000902525382116437, 0.999097466468811)","(0.39108237624168396, 0.6089176535606384)","(0.4763043522834778, 0.5236956477165222)"
1534,"(0.003288949839770794, 0.9967110753059387)","(0.3794485628604889, 0.6205514073371887)","(0.44912099838256836, 0.5508790016174316)"
1535,"(0.03393258899450302, 0.9660674333572388)","(0.36908310651779175, 0.6309168934822083)","(0.42663687467575073, 0.5733631253242493)"
1536,"(0.2636888921260834, 0.736311137676239)","(0.365921288728714, 0.6340787410736084)","(0.4229930341243744, 0.5770069360733032)"
1537,"(0.994166910648346, 0.005833091679960489)","(0.38476863503456116, 0.6152313947677612)","(0.45172780752182007, 0.5482721924781799)"
1538,"(0.9999794960021973, 2.0491275790845975e-05)","(0.4032249450683594, 0.5967750549316406)","(0.4807831645011902, 0.5192168354988098)"
1539,"(0.999967098236084, 3.2877233024919406e-05)","(0.42112720012664795, 0.578872799873352)","(0.509279727935791, 0.490720272064209)"
1540,"(0.9995052814483643, 0.0004946939880028367)","(0.4384785294532776, 0.5615214705467224)","(0.5371503233909607, 0.4628496766090393)"
1541,"(0.9995253086090088, 0.00047467934200540185)","(0.4553098976612091, 0.5446900725364685)","(0.564483106136322, 0.435516893863678)"
1542,"(0.9994267225265503, 0.0005732689751312137)","(0.4716334044933319, 0.5283666253089905)","(0.5912925601005554, 0.4087074398994446)"
1543,"(0.9999322891235352, 6.768316234229133e-05)","(0.48748233914375305, 0.5125176310539246)","(0.6177118420600891, 0.3822881579399109)"
1544,"(0.9999552965164185, 4.4726879423251376e-05)","(0.5028564929962158, 0.4971434772014618)","(0.6437240839004517, 0.35627591609954834)"
1545,"(0.9993515610694885, 0.000648414483293891)","(0.5177513360977173, 0.4822486340999603)","(0.6693005561828613, 0.33069944381713867)"
1546,"(0.9924626350402832, 0.007537354715168476)","(0.5319926738739014, 0.46800732612609863)","(0.6936066746711731, 0.3063933253288269)"
1547,"(0.8693785071372986, 0.13062147796154022)","(0.5421142578125, 0.4578857421875)","(0.7039029598236084, 0.2960970401763916)"
1548,"(0.8636917471885681, 0.1363082379102707)","(0.5517615675926208, 0.44823843240737915)","(0.7136587500572205, 0.28634124994277954)"
1549,"(0.6948754191398621, 0.30512455105781555)","(0.556054949760437, 0.4439450204372406)","(0.7141393423080444, 0.28586065769195557)"
1550,"(0.8024521470069885, 0.19754783809185028)","(0.5634468793869019, 0.43655312061309814)","(0.719476044178009, 0.28052395582199097)"
1551,"(0.6703057289123535, 0.32969430088996887)","(0.5666526556015015, 0.43334734439849854)","(0.7192134261131287, 0.28078657388687134)"
1552,"(0.46771278977394104, 0.5322872400283813)","(0.5666526556015015, 0.43334734439849854)","(0.7157773971557617, 0.2842226028442383)"
1553,"(0.0691995769739151, 0.9308004379272461)","(0.5517290830612183, 0.4482709467411041)","(0.6934865117073059, 0.3065134882926941)"
1554,"(0.03697760030627251, 0.9630224108695984)","(0.5362865328788757, 0.46371346712112427)","(0.6674793362617493, 0.33252066373825073)"
1555,"(0.002795950975269079, 0.997204065322876)","(0.5202818512916565, 0.4797181785106659)","(0.6370468735694885, 0.3629531264305115)"
1556,"(0.00016893449355848134, 0.9998310804367065)","(0.50467848777771, 0.4953215420246124)","(0.6065760850906372, 0.3934239149093628)"
1557,"(4.657373665395426e-06, 0.9999953508377075)","(0.4895382523536682, 0.5104617476463318)","(0.5765120983123779, 0.42348790168762207)"
1558,"(5.802384748676559e-06, 0.9999942183494568)","(0.4748522937297821, 0.5251476764678955)","(0.5469428300857544, 0.4530571699142456)"
1559,"(1.1214745427423622e-05, 0.9999887943267822)","(0.4606070816516876, 0.53939288854599)","(0.5179110765457153, 0.48208892345428467)"
1560,"(2.048976512014633e-06, 0.9999979734420776)","(0.4467889368534088, 0.5532110333442688)","(0.48943543434143066, 0.5105645656585693)"
1561,"(5.570357757278543e-07, 0.999999463558197)","(0.43338531255722046, 0.5666146874427795)","(0.4615178108215332, 0.5384821891784668)"
1562,"(7.765858754282817e-06, 0.9999922513961792)","(0.4203839898109436, 0.5796160101890564)","(0.43414220213890076, 0.5658577680587769)"
1563,"(0.00040424102917313576, 0.9995957612991333)","(0.4077846109867096, 0.5922154188156128)","(0.40733280777931213, 0.5926672220230103)"
1564,"(0.0012573340209200978, 0.9987426400184631)","(0.39558881521224976, 0.6044111847877502)","(0.38110971450805664, 0.6188902854919434)"
1565,"(0.0008946327143348753, 0.9991053938865662)","(0.38374799489974976, 0.6162520051002502)","(0.3552386164665222, 0.6447613835334778)"
1566,"(0.0003338707028888166, 0.999666154384613)","(0.37224557995796204, 0.6277544498443604)","(0.32962876558303833, 0.6703712344169617)"
1567,"(0.0017090576002374291, 0.9982909560203552)","(0.361129492521286, 0.6388705372810364)","(0.3044948875904083, 0.6955051422119141)"
1568,"(0.02726096846163273, 0.972739040851593)","(0.3511134386062622, 0.6488865613937378)","(0.28310340642929077, 0.7168965935707092)"
1569,"(0.1237778291106224, 0.8762221932411194)","(0.34429338574409485, 0.6557066440582275)","(0.272343248128891, 0.7276567220687866)"
1570,"(0.19249877333641052, 0.8075012564659119)","(0.3397395610809326, 0.6602604389190674)","(0.26674437522888184, 0.7332556247711182)"
1571,"(0.26302796602249146, 0.7369720339775085)","(0.3374381959438324, 0.6625617742538452)","(0.2647908329963684, 0.7352091670036316)"
1572,"(0.633849561214447, 0.366150438785553)","(0.34633055329322815, 0.6536694765090942)","(0.2698397934436798, 0.7301602363586426)"
1573,"(0.9116598963737488, 0.08834008872509003)","(0.363290399312973, 0.6367096304893494)","(0.29012879729270935, 0.7098711729049683)"
1574,"(0.949335515499115, 0.05066447705030441)","(0.3808717429637909, 0.6191282868385315)","(0.31453996896743774, 0.6854600310325623)"
1575,"(0.9536751508712769, 0.04632483795285225)","(0.3980558216571808, 0.6019441485404968)","(0.3393230438232422, 0.6606769561767578)"
1576,"(0.9470004439353943, 0.052999578416347504)","(0.4145241379737854, 0.5854758620262146)","(0.36307409405708313, 0.6369259357452393)"
1577,"(0.9764314293861389, 0.02356857992708683)","(0.43138134479522705, 0.568618655204773)","(0.3902687430381775, 0.6097312569618225)"
1578,"(0.9875349998474121, 0.012465018779039383)","(0.44806593656539917, 0.5519340634346008)","(0.4186002314090729, 0.5813997983932495)"
1579,"(0.9892719984054565, 0.010727982968091965)","(0.464302122592926, 0.535697877407074)","(0.4467166066169739, 0.5532833933830261)"
1580,"(0.9729005694389343, 0.027099456638097763)","(0.4795600473880768, 0.5204399824142456)","(0.47209978103637695, 0.527900218963623)"
1581,"(0.6700082421302795, 0.32999175786972046)","(0.48527348041534424, 0.5147265195846558)","(0.4754418730735779, 0.5245581269264221)"
1582,"(0.06896446645259857, 0.9310355186462402)","(0.47278422117233276, 0.5272157788276672)","(0.45665812492370605, 0.543341875076294)"
1583,"(0.021315934136509895, 0.9786840677261353)","(0.459240198135376, 0.540759801864624)","(0.4323701858520508, 0.5676298141479492)"
1584,"(0.02471422404050827, 0.9752857685089111)","(0.44620442390441895, 0.553795576095581)","(0.40898576378822327, 0.5910142660140991)"
1585,"(0.012001589871942997, 0.9879984259605408)","(0.4331783652305603, 0.5668216347694397)","(0.3842686712741852, 0.6157313585281372)"
1586,"(0.009050759486854076, 0.9909492135047913)","(0.4204545319080353, 0.5795454382896423)","(0.3595227003097534, 0.6404772996902466)"
1587,"(0.058440063148736954, 0.941559910774231)","(0.4095941185951233, 0.5904058814048767)","(0.34147217869758606, 0.6585278511047363)"
1588,"(0.3222317695617676, 0.6777682304382324)","(0.4069732427597046, 0.5930267572402954)","(0.34108400344848633, 0.6589159965515137)"
1589,"(0.23776856064796448, 0.7622314095497131)","(0.4018971025943756, 0.598102867603302)","(0.33751511573791504, 0.662484884262085)"
1590,"(0.11524024605751038, 0.8847597241401672)","(0.393297404050827, 0.6067025661468506)","(0.3255981504917145, 0.6744018793106079)"
1591,"(0.07154394686222076, 0.9284560680389404)","(0.38364481925964355, 0.6163551807403564)","(0.30939939618110657, 0.6906006336212158)"
1592,"(0.2564750611782074, 0.7435249090194702)","(0.3798297345638275, 0.6201702952384949)","(0.3069700300693512, 0.6930299997329712)"
1593,"(0.7721344232559204, 0.2278655618429184)","(0.3915988504886627, 0.6084011197090149)","(0.31658610701560974, 0.6834138631820679)"
1594,"(0.8730224370956421, 0.12697753310203552)","(0.40604156255722046, 0.5939584374427795)","(0.3329809010028839, 0.6670191287994385)"
1595,"(0.863206684589386, 0.13679328560829163)","(0.4197565019130707, 0.5802435278892517)","(0.3484012484550476, 0.6515987515449524)"
1596,"(0.9493563175201416, 0.05064369738101959)","(0.4356444776058197, 0.5643555521965027)","(0.3723352253437042, 0.6276648044586182)"
1597,"(0.979773223400116, 0.020226793363690376)","(0.45196831226348877, 0.5480316877365112)","(0.39985743165016174, 0.6001425981521606)"
1598,"(0.9911040663719177, 0.008895961567759514)","(0.46814239025115967, 0.5318576097488403)","(0.42854171991348267, 0.5714582800865173)"
1599,"(0.983547031879425, 0.016452990472316742)","(0.4836044907569885, 0.5163955092430115)","(0.4556891620159149, 0.5443108081817627)"
1600,"(0.8388595581054688, 0.16114047169685364)","(0.494262158870697, 0.505737841129303)","(0.46736395359039307, 0.5326360464096069)"
1601,"(0.6574575304985046, 0.342542439699173)","(0.49915799498558044, 0.5008419752120972)","(0.47047436237335205, 0.529525637626648)"
1602,"(0.9843001365661621, 0.015699833631515503)","(0.5137122273445129, 0.4862877428531647)","(0.4969455301761627, 0.5030544996261597)"
1603,"(0.9957044124603271, 0.00429560337215662)","(0.5281720161437988, 0.47182798385620117)","(0.5245072245597839, 0.47549277544021606)"
1604,"(0.8951834440231323, 0.10481654107570648)","(0.5391823649406433, 0.4608176648616791)","(0.5395826101303101, 0.46041738986968994)"
1605,"(0.391471266746521, 0.608528733253479)","(0.5347509980201721, 0.4652490019798279)","(0.5373623371124268, 0.46263766288757324)"
1606,"(0.870462954044342, 0.12953704595565796)","(0.5448223352432251, 0.4551776349544525)","(0.5499549508094788, 0.45004504919052124)"
1607,"(0.9948333501815796, 0.005166654009371996)","(0.5583226680755615, 0.4416773319244385)","(0.576366662979126, 0.423633337020874)"
1608,"(0.9862217903137207, 0.013778231106698513)","(0.5711596608161926, 0.42884036898612976)","(0.60108482837677, 0.39891517162323)"
1609,"(0.866855800151825, 0.13314417004585266)","(0.5800305008888245, 0.41996949911117554)","(0.6122450232505798, 0.38775497674942017)"
1610,"(0.9232034683227539, 0.07679655402898788)","(0.5903257131576538, 0.4096743166446686)","(0.6286236643791199, 0.3713763356208801)"
1611,"(0.996091902256012, 0.003908108454197645)","(0.6024986505508423, 0.3975013494491577)","(0.6539217829704285, 0.34607821702957153)"
1612,"(0.992782473564148, 0.007217520382255316)","(0.6142071485519409, 0.3857928216457367)","(0.6784325242042542, 0.32156747579574585)"
1613,"(0.9836139678955078, 0.01638604700565338)","(0.6252893805503845, 0.37471064925193787)","(0.701418399810791, 0.298581600189209)"
1614,"(0.9964967370033264, 0.003503249492496252)","(0.6364255547523499, 0.36357441544532776)","(0.7260538339614868, 0.2739461660385132)"
1615,"(0.9960691332817078, 0.0039308685809373856)","(0.6472148895263672, 0.3527851402759552)","(0.7505184412002563, 0.24948155879974365)"
1616,"(0.9981157183647156, 0.0018842872232198715)","(0.657741904258728, 0.34225812554359436)","(0.7752438187599182, 0.2247561812400818)"
1617,"(0.9993727803230286, 0.0006272149621509016)","(0.6679908037185669, 0.3320091962814331)","(0.8001914024353027, 0.19980859756469727)"
1618,"(0.9998909831047058, 0.00010902485519181937)","(0.6779478192329407, 0.3220522105693817)","(0.825329601764679, 0.17467039823532104)"
1619,"(0.9694086909294128, 0.030591299757361412)","(0.6866916418075562, 0.31330838799476624)","(0.846446692943573, 0.153553307056427)"
1620,"(0.8090346455574036, 0.19096533954143524)","(0.6903619170188904, 0.3096380829811096)","(0.8526672124862671, 0.1473327875137329)"
1621,"(0.6180427074432373, 0.3819573223590851)","(0.6881923079490662, 0.31180766224861145)","(0.8517942428588867, 0.14820575714111328)"
1622,"(0.7212792634963989, 0.27872076630592346)","(0.6891849637031555, 0.31081506609916687)","(0.8537265658378601, 0.1462734341621399)"
1623,"(0.8205764293670654, 0.17942358553409576)","(0.6931266784667969, 0.3068733215332031)","(0.8607787489891052, 0.13922125101089478)"
1624,"(0.1529659777879715, 0.8470340371131897)","(0.6769218444824219, 0.32307812571525574)","(0.8469535708427429, 0.15304642915725708)"
1625,"(0.083351269364357, 0.9166487455368042)","(0.6591147780418396, 0.3408852219581604)","(0.8266842365264893, 0.17331576347351074)"
1626,"(0.3197232484817505, 0.6802767515182495)","(0.6489330530166626, 0.3510669767856598)","(0.8208323121070862, 0.17916768789291382)"
1627,"(0.0053451103158295155, 0.9946548938751221)","(0.6296254396438599, 0.3703745901584625)","(0.7906607389450073, 0.20933926105499268)"
1628,"(9.654404857428744e-05, 0.9999034404754639)","(0.6107395887374878, 0.3892604410648346)","(0.7595263123512268, 0.2404736876487732)"
1629,"(6.064249191695126e-06, 0.9999939203262329)","(0.5924175977706909, 0.40758243203163147)","(0.7282828092575073, 0.2717171907424927)"
1630,"(1.0596699212328531e-05, 0.99998939037323)","(0.5746454000473022, 0.42535459995269775)","(0.6970633864402771, 0.3029366135597229)"
1631,"(3.7821093428647146e-05, 0.9999621510505676)","(0.5574072003364563, 0.4425928294658661)","(0.6659901738166809, 0.3340098261833191)"
1632,"(4.381598955660593e-06, 0.9999955892562866)","(0.5406851172447205, 0.45931488275527954)","(0.6351661682128906, 0.3648338317871094)"
1633,"(2.5488993742328603e-06, 0.9999974370002747)","(0.5244646668434143, 0.4755353629589081)","(0.6046953201293945, 0.39530467987060547)"
1634,"(2.4123821276589297e-05, 0.999975860118866)","(0.5087314248085022, 0.4912685453891754)","(0.5746632218360901, 0.4253367781639099)"
1635,"(0.0002494041982572526, 0.9997506141662598)","(0.4934769868850708, 0.5065230131149292)","(0.5451618432998657, 0.4548381567001343)"
1636,"(0.00011965255544055253, 0.9998803734779358)","(0.47867628931999207, 0.5213236808776855)","(0.5161794424057007, 0.4838205575942993)"
1637,"(2.486555558789405e-06, 0.9999974966049194)","(0.46431609988212585, 0.5356839299201965)","(0.48773765563964844, 0.5122623443603516)"
1638,"(4.89771173306508e-06, 0.9999951124191284)","(0.45038676261901855, 0.5496132373809814)","(0.4598538875579834, 0.5401461124420166)"
1639,"(0.00012571662955451757, 0.9998742938041687)","(0.4368789494037628, 0.5631210207939148)","(0.43252721428871155, 0.5674728155136108)"
1640,"(0.003710993565618992, 0.9962890148162842)","(0.42388391494750977, 0.5761160850524902)","(0.4062267243862152, 0.5937732458114624)"
1641,"(0.015739016234874725, 0.9842609763145447)","(0.41163960099220276, 0.5883604288101196)","(0.38207390904426575, 0.6179261207580566)"
1642,"(0.20950640738010406, 0.7904936075210571)","(0.40557560324668884, 0.5944244265556335)","(0.37650272250175476, 0.6234972476959229)"
1643,"(0.03861354663968086, 0.9613864421844482)","(0.39456674456596375, 0.6054332256317139)","(0.35582149028778076, 0.6441785097122192)"
1644,"(0.005180292297154665, 0.994819700717926)","(0.3828851580619812, 0.6171148419380188)","(0.3309062123298645, 0.6690937876701355)"
1645,"(0.005827479530125856, 0.9941725134849548)","(0.37157344818115234, 0.6284265518188477)","(0.30635419487953186, 0.6936458349227905)"
1646,"(0.027250569313764572, 0.9727494120597839)","(0.3612437844276428, 0.6387562155723572)","(0.2849488854408264, 0.7150511145591736)"
1647,"(0.09695186465978622, 0.9030481576919556)","(0.3533150255680084, 0.646685004234314)","(0.27167919278144836, 0.728320837020874)"
1648,"(0.01911354996263981, 0.9808864593505859)","(0.34328898787498474, 0.6567110419273376)","(0.2493482232093811, 0.7506517767906189)"
1649,"(0.00841347686946392, 0.9915865063667297)","(0.3332427442073822, 0.6667572855949402)","(0.22555965185165405, 0.774440348148346)"
1650,"(0.047683317214250565, 0.9523167014122009)","(0.32467594742774963, 0.675324022769928)","(0.2069021761417389, 0.7930978536605835)"
1651,"(0.31362566351890564, 0.6863743662834167)","(0.3243444561958313, 0.6756555438041687)","(0.20665130019187927, 0.7933486700057983)"
1652,"(0.13072142004966736, 0.869278609752655)","(0.31853577494621277, 0.6814642548561096)","(0.1964424103498459, 0.8035575747489929)"
1653,"(0.10565711557865143, 0.8943428993225098)","(0.31214940547943115, 0.6878505945205688)","(0.18391767144203186, 0.8160823583602905)"
1654,"(0.39604368805885315, 0.6039562821388245)","(0.3146662414073944, 0.685333788394928)","(0.1854054182767868, 0.814594566822052)"
1655,"(0.9750739336013794, 0.02492605336010456)","(0.3344784379005432, 0.6655215620994568)","(0.21292108297348022, 0.7870789170265198)"
1656,"(0.9993345141410828, 0.0006654660683125257)","(0.3544241189956665, 0.6455758810043335)","(0.24398945271968842, 0.7560105323791504)"
1657,"(0.9924516081809998, 0.00754840113222599)","(0.3735649287700653, 0.6264351010322571)","(0.2741485834121704, 0.7258514165878296)"
1658,"(0.9927530884742737, 0.00724691292271018)","(0.39214053750038147, 0.6078594326972961)","(0.3043169379234314, 0.6956830620765686)"
1659,"(0.9951201677322388, 0.004879810847342014)","(0.4102299213409424, 0.5897700786590576)","(0.33467942476272583, 0.6653205752372742)"
1660,"(0.9959501624107361, 0.004049866460263729)","(0.4278015196323395, 0.5721985101699829)","(0.3649095594882965, 0.6350904703140259)"
1661,"(0.992500901222229, 0.007499075494706631)","(0.44474247097969055, 0.5552574992179871)","(0.3942981958389282, 0.6057018041610718)"
1662,"(0.9746895432472229, 0.02531042881309986)","(0.46064087748527527, 0.5393591523170471)","(0.4208177924156189, 0.5791822075843811)"
1663,"(0.9820263981819153, 0.017973601818084717)","(0.47628241777420044, 0.5237175822257996)","(0.4478917121887207, 0.5521082878112793)"
1664,"(0.9964102506637573, 0.0035897516645491123)","(0.4918862283229828, 0.5081137418746948)","(0.47650015354156494, 0.5234998464584351)"
1665,"(0.9927255511283875, 0.0072744484059512615)","(0.5069113969802856, 0.49308860301971436)","(0.504035234451294, 0.49596476554870605)"
1666,"(0.6258070468902588, 0.3741929829120636)","(0.5104782581329346, 0.48952174186706543)","(0.5057297348976135, 0.4942702651023865)"
1667,"(0.10363902896642685, 0.8963609933853149)","(0.498273104429245, 0.5017269253730774)","(0.4899497628211975, 0.5100502371788025)"
1668,"(0.04879537597298622, 0.9512045979499817)","(0.48478877544403076, 0.5152112245559692)","(0.4685363471508026, 0.531463623046875)"
1669,"(0.1052619144320488, 0.8947380781173706)","(0.4734029769897461, 0.5265970230102539)","(0.4536379873752594, 0.546362042427063)"
1670,"(0.049375444650650024, 0.9506245851516724)","(0.4606821835041046, 0.5393178462982178)","(0.432995080947876, 0.567004919052124)"
1671,"(0.27808907628059387, 0.7219109535217285)","(0.45520439743995667, 0.5447956323623657)","(0.42980867624282837, 0.5701913237571716)"
1672,"(0.07692543417215347, 0.9230745434761047)","(0.44385603070259094, 0.5561439990997314)","(0.4127521812915802, 0.5872478485107422)"
1673,"(0.004055025987327099, 0.9959449768066406)","(0.43066200613975525, 0.5693379640579224)","(0.3868443965911865, 0.6131556034088135)"
1674,"(0.00031865877099335194, 0.9996813535690308)","(0.4177517294883728, 0.5822482705116272)","(0.3608052730560303, 0.6391947269439697)"
1675,"(0.0001747122296364978, 0.9998252987861633)","(0.40522441267967224, 0.5947755575180054)","(0.3351035714149475, 0.6648964285850525)"
1676,"(0.0008140045683830976, 0.9991859793663025)","(0.3930921256542206, 0.6069079041481018)","(0.30978623032569885, 0.6902137994766235)"
1677,"(0.018313447013497353, 0.981686532497406)","(0.3818487823009491, 0.6181512475013733)","(0.28715720772743225, 0.7128428220748901)"
1678,"(0.3629310429096222, 0.6370689272880554)","(0.3812812566757202, 0.6187187433242798)","(0.28819185495376587, 0.7118081450462341)"
1679,"(0.7333391904830933, 0.26666077971458435)","(0.39184296131134033, 0.6081570386886597)","(0.2961392104625702, 0.7038607597351074)"
1680,"(0.7044618725776672, 0.29553812742233276)","(0.40122154355049133, 0.598778486251831)","(0.30297255516052246, 0.6970274448394775)"
1681,"(0.25923091173171997, 0.74076908826828)","(0.3969618082046509, 0.6030381917953491)","(0.30070507526397705, 0.699294924736023)"
1682,"(0.08546590059995651, 0.9145340919494629)","(0.38761696219444275, 0.6123830676078796)","(0.28618738055229187, 0.7138125896453857)"
1683,"(0.20011277496814728, 0.7998872399330139)","(0.38199183344841003, 0.6180081963539124)","(0.2810036838054657, 0.7189962863922119)"
1684,"(0.46954503655433655, 0.5304549932479858)","(0.38199183344841003, 0.6180081963539124)","(0.2837218642234802, 0.7162781357765198)"
1685,"(0.7650706768035889, 0.23492930829524994)","(0.3934841752052307, 0.6065158247947693)","(0.2931114435195923, 0.7068885564804077)"
1686,"(0.9425249695777893, 0.05747503787279129)","(0.40995538234710693, 0.5900446176528931)","(0.3166995048522949, 0.6833004951477051)"
1687,"(0.8430317640304565, 0.15696823596954346)","(0.4229476749897003, 0.5770523548126221)","(0.3306788504123688, 0.6693211793899536)"
1688,"(0.43187209963798523, 0.5681279301643372)","(0.423215389251709, 0.576784610748291)","(0.33258751034736633, 0.667412519454956)"
1689,"(0.6199622750282288, 0.38003772497177124)","(0.4291177988052368, 0.5708822011947632)","(0.33696144819259644, 0.6630385518074036)"
1690,"(0.8861598372459412, 0.11384014785289764)","(0.44282904267311096, 0.5571709275245667)","(0.3543408513069153, 0.6456591486930847)"
1691,"(0.8736377954483032, 0.12636220455169678)","(0.45575329661369324, 0.5442466735839844)","(0.3704105317592621, 0.6295894384384155)"
1692,"(0.9782089591026306, 0.021791063249111176)","(0.47142696380615234, 0.5285730361938477)","(0.3977474272251129, 0.6022526025772095)"
1693,"(0.9994978904724121, 0.0005021014367230237)","(0.4872690737247467, 0.5127309560775757)","(0.42767149209976196, 0.572328507900238)"
1694,"(0.9981829524040222, 0.001817037700675428)","(0.5025964975357056, 0.4974035322666168)","(0.4569034278392792, 0.5430965423583984)"
1695,"(0.977880597114563, 0.022119387984275818)","(0.516855001449585, 0.4831450283527374)","(0.4827595055103302, 0.5172405242919922)"
1696,"(0.9068341255187988, 0.09316587448120117)","(0.5285543203353882, 0.47144564986228943)","(0.4997948706150055, 0.5002051591873169)"
1697,"(0.9598862528800964, 0.04011373594403267)","(0.5414943099021912, 0.4585057199001312)","(0.5224801301956177, 0.4775198698043823)"
1698,"(0.8528613448143005, 0.14713864028453827)","(0.5508353114128113, 0.4491647183895111)","(0.5339182019233704, 0.46608179807662964)"
1699,"(0.16282165050506592, 0.8371783494949341)","(0.5391948819160461, 0.46080511808395386)","(0.5225639343261719, 0.4774360656738281)"
1700,"(0.027288364246487617, 0.9727116227149963)","(0.523837685585022, 0.47616228461265564)","(0.4977909028530121, 0.5022090673446655)"
1701,"(0.03201473504304886, 0.9679852724075317)","(0.5090830326080322, 0.4909169673919678)","(0.4741206169128418, 0.5258793830871582)"
1702,"(0.07754942774772644, 0.9224505424499512)","(0.4961370527744293, 0.5038629770278931)","(0.45630332827568054, 0.5436966419219971)"
1703,"(0.08749721944332123, 0.9125027656555176)","(0.48387786746025085, 0.5161221623420715)","(0.4398755729198456, 0.560124397277832)"
1704,"(0.05240347608923912, 0.947596549987793)","(0.4709336459636688, 0.5290663838386536)","(0.419851690530777, 0.5801483392715454)"
1705,"(0.06088992953300476, 0.9391100406646729)","(0.45863234996795654, 0.5413676500320435)","(0.4011794626712799, 0.5988205671310425)"
1706,"(0.3434743881225586, 0.6565256118774414)","(0.4551776051521301, 0.5448223948478699)","(0.4005463123321533, 0.5994536876678467)"
1707,"(0.2743487060070038, 0.7256513237953186)","(0.4497527480125427, 0.5502472519874573)","(0.39776769280433655, 0.6022323369979858)"
1708,"(0.06837776303291321, 0.9316222667694092)","(0.43831151723861694, 0.5616884827613831)","(0.38031020760536194, 0.6196898221969604)"
1709,"(0.021090490743517876, 0.9789094924926758)","(0.42579489946365356, 0.5742051005363464)","(0.3572860360145569, 0.6427139639854431)"
